ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,REVENUE.MEDICAL_REVENUE_2015,REVENUE.SCIENTIFIC_REVENUE_2015,REVENUE.TECHNICAL_REVENUE_2015,REVENUE.MEDICAL_REVENUE_2016,REVENUE.SCIENTIFIC_REVENUE_2016,REVENUE.TECHNICAL_REVENUE_2016,USAGE.MEDICAL_NO_SESSIONS_2015,USAGE.SCIENTIFIC_NO_SESSIONS_2015,USAGE.TECHNICAL_NO_SESSIONS_2015,USAGE.MEDICAL_NO_SESSIONS_2016,USAGE.SCIENTIFIC_NO_SESSIONS_2016,USAGE.TECHNICAL_NO_SESSIONS_2016,USERS.USERS_2015,USERS.USERS_2016,NPS.NPS_SCORE_2015,NPS.NPS_SCORE_2016,Calc.TotalRevenue2015,Calc.TotalRevenue2016,Calc.IsLapsed
33750291,2016,FRANCE,MANAGER,Less than $20m,11 - 50 employees,Corporate,0,0,0,117.04,79.42,98.23,,,,26,41,16,0,2,,,0,294.69,0
31273221,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,264,192,0,277.2,0,0,8,33,,180,,,6,6,,9,456,277.2,0
95677134,2012,SPAIN,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic,57,38,47.5,163.8,0,138.6,3,1,1,,,71,1,3,,9,142.5,302.4,0
33819786,2016,RUSSIA,MANAGER,Less than $20m,0 - 10 employees,Corporate,0,0,0,0,44,0,,,,,31,,0,1,,,0,44,0
95999672,2014,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,60,0,50,117.6,0,98.7,3,,9,11,,36,1,2,,9,110,216.3,0
31304439,2014,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,105.28,71.44,88.36,153.97,106.6,130.28,12,1,2,21,33,38,2,3,,1,265.08,390.85,0
33837421,2016,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Research,0,0,0,0,44,55,,,,,4,15,0,1,,,0,99,0
31308454,2015,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,300,0,0,0,0,239.4,15,,,,,216,5,6,,,300,239.4,0
96564494,2015,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,60,0,50,63,42,0,3,,29,2,7,,1,1,,,110,105,0
31343303,2012,RUSSIA,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic,0,0,50,0,0,0,,,6,,,,1,0,,,50,0,1
31346551,2015,SPAIN,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research,0,40,50,0,0,0,,,2,,,,1,0,,,90,0,1
96572587,2014,FRANCE,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,60,0,50,63,0,52.5,3,,,15,,6,1,1,,,110,115.5,0
31350801,2012,FRANCE,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,60,0,50,163.8,113.4,0,18,,,50,6,,1,3,,,110,277.2,0
33839146,2016,NETHERLANDS,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic,0,0,0,66,44,0,,,,9,32,,0,1,,,0,110,0
31355886,2013,SPAIN,SENIOR MANAGER,$20-$50m,51 - 100 employees,Research,57,38,47.5,0,0,0,9,4,1,,,,1,0,,,142.5,0,1
33840013,2016,GERMANY,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,0,0,0,0,0,55,,,,,,,0,1,,2,0,55,0
96920926,2012,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,105.28,71.44,88.36,0,0,0,3,22,,,,,2,0,,,265.08,0,1
97604680,2014,GERMANY,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,60,0,50,163.8,0,138.6,3,,,88,,25,1,3,,,110,302.4,0
33910585,2016,IRELAND,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,0,44,0,,,,,35,,0,1,,9,0,44,0
98142664,2014,UNITED STATES,MANAGER,$20-$50m,11 - 50 employees,Research,300,0,250,0,0,239.4,3,,111,,,60,5,6,,8,550,239.4,0
31412234,2015,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,0,200,250,277.2,0,239.4,,20,89,250,,7,5,6,,,450,516.6,0
33917360,2016,FRANCE,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,16,7,16,0,1,,,0,156.75,0
31421020,2015,FRANCE,MANAGER,$500m-$1bn,501 - 1000 employees,Research,60,40,0,0,0,0,9,1,,,,,1,0,,,100,0,1
99693338,2013,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,60,0,50,0,113.4,138.6,3,,28,,10,7,1,3,,,110,252,0
33920161,2016,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,0,0,0,62.7,41.8,52.25,,,,44,,,0,1,,10,0,156.75,0
31439564,2015,BELGIUM,MANAGER,$20-$50m,11 - 50 employees,Corporate,192,136,0,0,201.6,239.4,11,28,,,6,65,4,6,,3,328,441,0
31452123,2013,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,273,182,227.5,0,210,262.5,81,2,6,,43,1,5,5,,,682.5,472.5,0
33929194,2016,FRANCE,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,0,0,0,66,0,55,,,,18,,5,0,1,,,0,121,0
31466667,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,264,192,0,0,201.6,0,37,100,,,174,,6,6,,,456,201.6,0
33943108,2016,RUSSIA,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research,0,0,0,66,0,55,,,,14,,3,0,1,,10,0,121,0
31476212,2014,UNITED STATES,MANAGER,$1bn+,1001 - 5000 employees,Research,57,38,47.5,59.85,39.9,49.88,,5,9,17,2,2,1,1,,,142.5,149.63,0
31488720,2015,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Research,60,0,0,0,0,0,7,,,,,,1,0,,,60,0,1
34025809,2016,GERMANY,MANAGER,$50-$100m,100 - 500 employees,Academic,0,0,0,62.7,41.8,52.25,,,,10,6,15,0,1,,,0,156.75,0
31511438,2014,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,57,38,47.5,155.61,107.73,131.67,12,1,,86,31,17,1,3,,,142.5,395.01,0
34041992,2016,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,0,0,250.8,,,,,,84,0,6,,9,0,250.8,0
31527771,2013,UNITED STATES,MANAGER,$1bn+,1001 - 5000 employees,Academic,264,0,228,0,201.6,0,9,,68,,186,,6,6,,4,492,201.6,0
34044351,2016,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,0,0,0,0,0,55,,,,,,3,0,1,,,0,55,0
31541596,2012,SPAIN,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,237.6,172.8,205.2,249.48,181.44,215.46,78,14,63,81,15,34,6,6,,,615.6,646.38,0
31548943,2012,NETHERLANDS,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,0,0,0,6,1,10,,,,1,0,,,142.5,0,1
34112622,2016,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,0,0,0,123.2,0,0,,,,90,,,0,2,,,0,123.2,0
31574420,2014,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,57,38,47.5,0,0,0,13,1,,,,,1,0,,,142.5,0,1
34179330,2016,FRANCE,MANAGER,$100-$500m,100 - 500 employees,Corporate,0,0,0,0,0,55,,,,,,3,0,1,,,0,55,0
34205750,2016,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,0,0,0,0,44,55,,,,,3,1,0,1,,3,0,99,0
31585174,2012,FRANCE,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate,60,0,50,0,0,138.6,10,,6,,,78,1,3,,8,110,138.6,0
31597882,2015,NETHERLANDS,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,105.28,71.44,88.36,153.97,106.6,130.28,19,20,10,29,53,33,2,3,,,265.08,390.85,0
34224143,2016,GERMANY,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,0,0,0,313.5,209,261.25,,,,65,32,17,0,5,,10,0,783.75,0
31607150,2014,NETHERLANDS,SENIOR MANAGER,$1bn+,5000+ employees,Corporate,57,38,47.5,59.85,39.9,49.88,16,,7,1,9,4,1,1,,,142.5,149.63,0
34297789,2016,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,66,0,0,,,,26,,,0,1,,,0,66,0
31620244,2015,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,300,0,0,277.2,0,0,70,,,162,,,5,6,,,300,277.2,0
34300795,2016,GERMANY,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,0,0,0,275.88,200.64,238.26,,,,29,,,0,6,,,0,714.78,0
31630051,2015,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,57,38,47.5,163.8,0,138.6,15,,,22,,67,1,3,,,142.5,302.4,0
34405052,2016,FRANCE,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,0,0,275,,,,,,165,0,5,,,0,275,0
31673870,2015,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,300,200,0,315,0,262.5,24,85,,20,,69,5,5,,,500,577.5,0
34444968,2016,BELGIUM,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research,0,0,0,0,44,0,,,,,4,,0,1,,,0,44,0
31720386,2014,GERMANY,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,105.28,71.44,88.36,153.97,106.6,130.28,,,1,77,5,,2,3,,,265.08,390.85,0
31744250,2013,GERMANY,SENIOR MANAGER,$1bn+,5000+ employees,Research,57,38,47.5,0,42,52.5,4,4,24,,23,20,1,1,,,142.5,94.5,0
34541013,2016,SPAIN,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,7,12,13,0,1,,10,0,156.75,0
31755042,2014,BELGIUM,SENIOR MANAGER,$20-$50m,51 - 100 employees,Research,60,0,50,0,42,52.5,19,,16,,22,7,1,1,,,110,94.5,0
31809294,2015,UNITED KINGDOM,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate,264,0,0,0,201.6,0,120,,,,132,,6,6,,,264,201.6,0
31826246,2015,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,112,0,0,0,0,172.2,22,,,,,48,2,4,,,112,172.2,0
34606381,2016,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research,0,0,0,0,83.6,0,,,,,40,,0,2,,6,0,83.6,0
31846955,2012,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,57,38,47.5,163.8,0,138.6,8,1,5,37,,28,1,3,,,142.5,302.4,0
31847908,2012,IRELAND,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,192,0,164,201.6,142.8,0,30,,33,8,7,,4,4,,,356,344.4,0
34633185,2016,UNITED STATES,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate,0,0,0,0,149.6,0,,,,,88,,0,4,,,0,149.6,0
31849126,2015,RUSSIA,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research,0,136,164,201.6,0,0,,21,39,28,,,4,4,,,300,201.6,0
31858954,2012,GERMANY,SENIOR MANAGER,$1bn+,5000+ employees,Research,176.64,125.12,150.88,0,0,0,51,19,1,,,,4,0,,,452.64,0,1
34654797,2016,SPAIN,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,4,5,3,0,1,,,0,156.75,0
31918479,2015,RUSSIA,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research,57,38,47.5,0,113.4,138.6,,,,,,6,1,3,,7,142.5,252,0
34661303,2016,FRANCE,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,8,7,,0,1,,,0,156.75,0
31922527,2015,SPAIN,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,60,0,0,0,42,0,11,,,,28,,1,1,,,60,42,0
31971838,2013,FRANCE,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,112,0,0,0,0,0,18,,,,,,2,0,,,112,0,1
34848811,2016,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,0,0,0,0,0,55,,,,,,44,0,1,,,0,55,0
31994983,2012,SPAIN,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate,0,0,50,0,0,0,,,5,,,,1,0,,,50,0,1
34878211,2016,SPAIN,MANAGER,$50-$100m,51 - 100 employees,Research,0,0,0,0,44,0,,,,,4,,0,1,,5,0,44,0
32038166,2015,GERMANY,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research,0,76,94,0,0,0,,8,5,,,,2,0,,,170,0,1
34904144,2016,BELGIUM,MANAGER,$1bn+,1001 - 5000 employees,Corporate,0,0,0,0,44,0,,,,,19,,0,1,,9,0,44,0
32075655,2012,UNITED STATES,MANAGER,$20-$50m,11 - 50 employees,Academic,60,0,50,0,79.8,0,16,,2,,84,,1,2,,,110,79.8,0
34936313,2016,SPAIN,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,0,44,0,,,,,35,,0,1,,8,0,44,0
32094504,2013,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,60,0,50,117.6,0,98.7,12,,4,18,,,1,2,,,110,216.3,0
32099976,2014,UNITED STATES,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate,145.08,100.44,122.76,0,142.8,172.2,39,11,5,,19,132,3,4,,9,368.28,315,0
32118504,2014,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,273,182,227.5,315,0,262.5,23,1,,170,,34,5,5,,,682.5,577.5,0
34964343,2016,NETHERLANDS,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,4,1,5,0,1,,,0,156.75,0
32136153,2015,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,60,0,0,0,113.4,0,13,,,,105,,1,3,,,60,113.4,0
34989314,2016,SPAIN,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,0,0,0,62.7,41.8,52.25,,,,5,,,0,1,,,0,156.75,0
32159600,2014,BELGIUM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,57,38,47.5,111.72,75.81,93.77,9,17,,24,8,24,1,2,,,142.5,281.3,0
32161828,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research,60,0,0,0,42,0,5,,,,43,,1,1,,,60,42,0
32166895,2015,FRANCE,MANAGER,$20-$50m,11 - 50 employees,Corporate,0,40,50,0,0,0,,14,,,,,1,0,,,90,0,1
32171693,2014,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,60,0,50,0,42,0,5,,3,,30,,1,1,,10,110,42,0
34995760,2016,SPAIN,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research,0,0,0,171.6,0,145.2,,,,101,,12,0,3,,,0,316.8,0
32179605,2012,IRELAND,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,145.08,100.44,122.76,0,0,0,8,1,1,,,,3,0,,,368.28,0,1
32194747,2014,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,192,0,164,0,210,0,5,,78,,70,,4,5,,4,356,210,0
32199390,2012,NETHERLANDS,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,57,38,47.5,0,0,0,7,8,2,,,,1,0,,,142.5,0,1
35046518,2016,NETHERLANDS,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,0,0,0,0,44,55,,,,,1,4,0,1,,,0,99,0
32222643,2014,GERMANY,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,57,38,47.5,155.61,107.73,131.67,4,29,1,12,2,15,1,3,,,142.5,395.01,0
35193618,2016,NETHERLANDS,MANAGER,$50-$100m,100 - 500 employees,Research,0,0,0,62.7,41.8,52.25,,,,6,5,13,0,1,,9,0,156.75,0
32234514,2014,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,264,0,228,277.2,201.6,0,8,,21,43,214,,6,6,,,492,478.8,0
32242663,2014,UNITED KINGDOM,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research,57,38,47.5,155.61,107.73,131.67,24,1,,66,2,,1,3,,,142.5,395.01,0
32262751,2015,UNITED KINGDOM,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,60,0,0,0,42,0,9,,,,18,,1,1,,10,60,42,0
35250385,2016,GERMANY,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,0,0,0,0,44,0,,,,,25,,0,1,,,0,44,0
35264082,2016,FRANCE,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,0,0,0,275.88,200.64,238.26,,,,6,23,11,0,6,,,0,714.78,0
32302550,2014,GERMANY,MANAGER,$1bn+,5000+ employees,Academic,300,0,250,0,201.6,0,66,,38,,246,,5,6,,,550,201.6,0
35287069,2016,NETHERLANDS,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,6,1,,0,1,,,0,156.75,0
32322094,2013,UNITED STATES,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,59.85,39.9,49.88,4,3,4,,,,1,1,,10,142.5,149.63,0
32331104,2015,FRANCE,MANAGER,$100-$500m,100 - 500 employees,Academic,0,0,228,0,201.6,0,,,60,,234,,6,6,,,228,201.6,0
32343897,2012,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,156,0,0,0,0,0,6,,,,,,3,0,,,156,0,1
35304044,2016,GERMANY,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,0,0,0,0,44,0,,,,,22,,0,1,,8,0,44,0
32344956,2015,UNITED STATES,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research,0,0,50,0,42,0,,,20,,7,,1,1,,,50,42,0
35315906,2016,GERMANY,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,0,0,0,62.7,41.8,52.25,,,,13,,17,0,1,,,0,156.75,0
32350127,2014,UNITED KINGDOM,MANAGER,$50-$100m,51 - 100 employees,Research,105.28,71.44,88.36,110.54,75.01,92.78,11,11,8,,,,2,2,,,265.08,278.33,0
32363405,2015,IRELAND,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate,0,0,50,0,42,0,,,1,,23,,1,1,,,50,42,0
35338835,2016,RUSSIA,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,0,0,0,66,0,55,,,,29,,12,0,1,,,0,121,0
32381541,2013,BELGIUM,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,237.6,172.8,205.2,277.2,0,239.4,57,2,,,,,6,6,,,615.6,516.6,0
35426178,2016,BELGIUM,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,0,0,0,0,44,0,,,,,33,,0,1,,1,0,44,0
32405407,2013,UNITED KINGDOM,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,112,0,0,0,0,0,34,,,,,,2,0,,,112,0,1
32408724,2012,UNITED KINGDOM,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research,105.28,71.44,88.36,0,0,0,21,,,,,,2,0,,,265.08,0,1
35665195,2016,SPAIN,SENIOR MANAGER,$1bn+,5000+ employees,Academic,0,0,0,211.2,0,180.4,,,,19,,28,0,4,,,0,391.6,0
32427364,2013,SPAIN,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research,192,0,164,0,210,0,5,,18,,200,,4,5,,8,356,210,0
32430183,2014,SPAIN,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,117.6,0,98.7,8,1,4,21,,12,1,2,,,142.5,216.3,0
35701982,2016,SPAIN,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,,,,0,1,,,0,156.75,0
32904451,2015,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,192,136,0,201.6,0,0,4,76,,124,,,4,4,,,328,201.6,0
33039642,2014,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,57,38,47.5,0,113.4,138.6,4,9,5,,15,2,1,3,,10,142.5,252,0
35717397,2016,NETHERLANDS,MANAGER,$1bn+,1001 - 5000 employees,Corporate,0,0,0,0,118.8,0,,,,,42,,0,3,,,0,118.8,0
32516947,2012,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,57,38,47.5,0,0,0,20,,,,,,1,0,,,142.5,0,1
33105043,2013,NETHERLANDS,MANAGER,Less than $20m,11 - 50 employees,Corporate,57,38,47.5,111.72,75.81,93.77,4,15,,1,,12,1,2,,,142.5,281.3,0
32530282,2012,NETHERLANDS,MANAGER,Less than $20m,0 - 10 employees,Academic,237.6,172.8,205.2,0,0,0,37,3,19,,,,6,0,,,615.6,0,1
35730938,2016,UNITED KINGDOM,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,0,0,0,66,0,55,,,,19,,11,0,1,,10,0,121,0
32532582,2015,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,0,0,94,0,142.8,0,,,20,,112,,2,4,,,94,142.8,0
32534869,2012,NETHERLANDS,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic,176.64,125.12,150.88,0,0,0,18,1,3,,,,4,0,,,452.64,0,1
33472882,2013,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,57,38,47.5,0,0,0,4,,,,,,1,0,,,142.5,0,1
32538659,2015,RUSSIA,MANAGER,$500m-$1bn,501 - 1000 employees,Research,0,40,50,0,0,0,,6,3,,,,1,0,,,90,0,1
35734760,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,0,0,0,275.88,200.64,238.26,,,,3,18,8,0,6,,,0,714.78,0
34008193,2014,NETHERLANDS,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,112,0,94,117.6,79.8,0,4,,15,3,14,,2,2,,,206,197.4,0
32552975,2015,FRANCE,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,57,38,47.5,0,79.8,98.7,5,1,18,,29,14,1,2,,8,142.5,178.5,0
34295714,2014,UNITED STATES,MANAGER,$50-$100m,51 - 100 employees,Research,237.6,172.8,205.2,249.48,181.44,215.46,4,1,,84,3,14,6,6,,,615.6,646.38,0
35768211,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,0,0,0,0,220,0,,,,,125,,0,5,,,0,220,0
34332779,2012,UNITED KINGDOM,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,0,0,0,4,1,,,,,1,0,,,142.5,0,1
32591863,2014,UNITED STATES,MANAGER,$20-$50m,51 - 100 employees,Research,273,182,227.5,0,210,262.5,7,30,17,,57,32,5,5,,,682.5,472.5,0
34583538,2012,RUSSIA,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research,105.28,71.44,88.36,0,0,0,4,7,17,,,,2,0,,,265.08,0,1
32594884,2013,UNITED STATES,MANAGER,$1bn+,5000+ employees,Corporate,145.08,100.44,122.76,0,0,0,34,9,4,,,,3,0,,,368.28,0,1
35820374,2016,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,0,0,0,0,0,55,,,,,,31,0,1,,,0,55,0
34631951,2012,RUSSIA,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate,105.28,71.44,88.36,0,0,0,4,6,9,,,,2,0,,,265.08,0,1
34750129,2014,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research,264,0,228,277.2,0,0,4,,19,78,,,6,6,,,492,277.2,0
35855334,2016,NETHERLANDS,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,0,0,0,0,44,55,,,,,26,18,0,1,,,0,99,0
35075328,2014,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,300,0,250,0,201.6,0,4,,,,168,,5,6,,,550,201.6,0
32615619,2013,UNITED STATES,MANAGER,$50-$100m,51 - 100 employees,Academic,60,0,50,163.8,0,138.6,24,,,17,,57,1,3,,,110,302.4,0
35859955,2016,GERMANY,SENIOR MANAGER,$1bn+,5000+ employees,Research,0,0,0,330,0,0,,,,120,,,0,5,,3,0,330,0
32621462,2013,BELGIUM,MANAGER,Less than $20m,0 - 10 employees,Corporate,57,38,47.5,163.8,113.4,0,23,2,,12,48,,1,3,,,142.5,277.2,0
35463927,2013,FRANCE,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,60,0,50,163.8,0,138.6,4,,6,18,,8,1,3,,,110,302.4,0
35868557,2016,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,0,0,0,0,0,55,,,,,,31,0,1,,10,0,55,0
35466057,2013,NETHERLANDS,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,57,38,47.5,59.85,39.9,49.88,4,3,2,8,1,8,1,1,,,142.5,149.63,0
32646273,2014,IRELAND,MANAGER,Less than $20m,0 - 10 employees,Research,176.64,125.12,150.88,289.8,193.2,241.5,78,7,2,34,,,4,5,,8,452.64,724.5,0
35898062,2016,GERMANY,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,0,0,0,117.04,79.42,98.23,,,,55,1,,0,2,,,0,294.69,0
36042131,2013,SPAIN,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,192,0,0,0,0,0,4,,,,,,4,0,,,192,0,1
36334100,2013,GERMANY,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research,60,0,50,0,113.4,0,4,,7,,84,,1,3,,9,110,113.4,0
32665602,2015,UNITED KINGDOM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,60,0,50,117.6,79.8,0,6,,3,40,5,,1,2,,,110,197.4,0
35961603,2016,NETHERLANDS,BOARD DIRECTOR,$1bn+,5000+ employees,Research,0,0,0,66,0,55,,,,7,,1,0,1,,4,0,121,0
32672302,2015,RUSSIA,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,0,0,132,0,113.4,0,,,45,,51,,3,3,,,132,113.4,0
36525576,2012,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,60,0,50,117.6,0,98.7,4,,11,27,,24,1,2,,,110,216.3,0
35983192,2016,FRANCE,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,0,0,0,66,44,0,,,,7,19,,0,1,,,0,110,0
37014316,2014,SPAIN,MANAGER,$20-$50m,11 - 50 employees,Research,57,38,47.5,0,113.4,138.6,4,3,,,22,16,1,3,,,142.5,252,0
